job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1512,Customer Service Rep,"US, NY, New York",Sales,1000-2000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,0,1,Full-time,Mid-Senior level,High School or equivalent,Marketing,Engineering,0
1513,Data Entry Clerk,"IN, DEL, Delhi",Admin,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,0,Contract,Associate,High School or equivalent,,,0
1514,Data Entry Clerk,"PK, LHR, Lahore",Customer Care,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,Contract,Mid-Senior level,High School or equivalent,Marketing,,0
1515,Urgent Hiring Admin,"IN, DEL, Delhi",,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing,Sales,0
1516,Data Entry Clerk,"IN, DEL, Delhi",Admin,1000-2000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,1,1,Contract,Mid-Senior level,,Marketing,Sales,0
1517,Data Entry Clerk,"US, NY, New York",Admin,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,,1,1,0,Part-time,,High School or equivalent,Marketing,,0
1518,Work From Home Specialist,"IN, DEL, Delhi",Sales,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,1,0,Contract,Entry level,Bachelor's Degree,Marketing,Administrative,0
1519,Marketing Manager,"IN, DEL, Delhi",IT,1000-2000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,1,0,Part-time,Entry level,High School or equivalent,Information Technology,Engineering,0
1520,Customer Service Rep,"US, NY, New York",Sales,50000-70000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,1,Part-time,Entry level,,,Sales,0
1521,Marketing Manager,"PK, LHR, Lahore",Customer Care,,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,1,Contract,Associate,,Marketing,Sales,0
1522,Customer Service Rep,"IN, DEL, Delhi",Admin,,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,1,,Associate,High School or equivalent,Financial Services,Administrative,0
1523,Work From Home Specialist,"US, NY, New York",Admin,1000-2000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,1,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0
1524,Urgent Hiring Admin,"IN, DEL, Delhi",Customer Care,100000-120000,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,,1,1,0,Full-time,Associate,Bachelor's Degree,Information Technology,Engineering,0
1525,Data Entry Clerk,"PK, LHR, Lahore",Customer Care,1000-2000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,0,0,Part-time,Mid-Senior level,High School or equivalent,Financial Services,Engineering,0
1526,Customer Service Rep,"US, NY, New York",Customer Care,1000-2000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,0,1,0,,Entry level,Bachelor's Degree,Marketing,Sales,0
1527,Customer Service Rep,"US, NY, New York",Customer Care,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,1,Part-time,Entry level,High School or equivalent,Financial Services,,0
1528,Urgent Hiring Admin,"US, CA, Los Angeles",IT,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,,Associate,,,Sales,0
1529,Customer Service Rep,"IN, DEL, Delhi",Admin,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,,0,1,0,Full-time,Mid-Senior level,,Financial Services,,0
1530,Data Entry Clerk,"US, NY, New York",Customer Care,1000-2000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,1,1,1,Contract,Mid-Senior level,,Financial Services,,0
1531,Data Entry Clerk,"IN, DEL, Delhi",Customer Care,100000-120000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,1,0,Part-time,,Bachelor's Degree,Marketing,,0
1532,Marketing Manager,"US, CA, Los Angeles",IT,1000-2000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,1,Contract,Mid-Senior level,,Information Technology,Sales,0
1533,Software Engineer,"US, NY, New York",Customer Care,,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,0,1,Full-time,Associate,Bachelor's Degree,Information Technology,Sales,0
1534,Software Engineer,"IN, DEL, Delhi",Admin,1000-2000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,0,Full-time,Mid-Senior level,,Information Technology,Sales,1
1535,Urgent Hiring Admin,"IN, DEL, Delhi",Customer Care,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,,0,1,1,,Mid-Senior level,High School or equivalent,Information Technology,Engineering,0
1536,Software Engineer,"PK, LHR, Lahore",IT,100000-120000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,,,0
1537,Urgent Hiring Admin,"US, NY, New York",Customer Care,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,0,1,,,Bachelor's Degree,,,0
1538,Customer Service Rep,"US, NY, New York",,50000-70000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,1,0,Contract,Associate,,Marketing,Engineering,0
1539,Data Entry Clerk,"PK, LHR, Lahore",IT,1000-2000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,0,0,,Associate,Bachelor's Degree,Marketing,,1
1540,Marketing Manager,"US, CA, Los Angeles",IT,50000-70000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,1,0,1,Part-time,Entry level,High School or equivalent,,Administrative,0
1541,Urgent Hiring Admin,"PK, LHR, Lahore",IT,100000-120000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,1,Part-time,Associate,High School or equivalent,Financial Services,,0
1542,Data Entry Clerk,"PK, LHR, Lahore",Admin,50000-70000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,0,Contract,,High School or equivalent,Marketing,Sales,0
1543,Software Engineer,"IN, DEL, Delhi",Sales,1000-2000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,1,Part-time,Entry level,Bachelor's Degree,Marketing,Sales,0
1544,Customer Service Rep,"US, NY, New York",Admin,100000-120000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,0,1,Part-time,Mid-Senior level,Bachelor's Degree,,Engineering,0
1545,Urgent Hiring Admin,"US, CA, Los Angeles",Sales,1000-2000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,0,Contract,,Bachelor's Degree,Marketing,Engineering,1
1546,Software Engineer,"IN, DEL, Delhi",IT,,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,0,1,0,Full-time,,Bachelor's Degree,Financial Services,Administrative,0
1547,Work From Home Specialist,"US, CA, Los Angeles",Sales,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,0,Contract,Entry level,,,,0
1548,Work From Home Specialist,"PK, LHR, Lahore",Customer Care,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,,Sales,0
1549,Work From Home Specialist,"PK, LHR, Lahore",Sales,100000-120000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,1,1,Contract,Associate,,Financial Services,Engineering,0
1550,Customer Service Rep,"PK, LHR, Lahore",Admin,100000-120000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,0,Full-time,Mid-Senior level,,Financial Services,Administrative,0
1551,Marketing Manager,"PK, LHR, Lahore",Sales,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,,0,0,0,,Mid-Senior level,Bachelor's Degree,,Administrative,0
1552,Software Engineer,"PK, LHR, Lahore",IT,,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,1,,,,Marketing,Sales,0
1553,Customer Service Rep,"PK, LHR, Lahore",Customer Care,,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,0,Part-time,Associate,Bachelor's Degree,Financial Services,Administrative,1
1554,Urgent Hiring Admin,"IN, DEL, Delhi",Sales,1000-2000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,1,0,Part-time,Entry level,,,Administrative,0
1555,Marketing Manager,"US, NY, New York",Admin,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,1,,,High School or equivalent,Financial Services,,0
1556,Work From Home Specialist,"IN, DEL, Delhi",Sales,50000-70000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,0,Part-time,Entry level,High School or equivalent,Marketing,Sales,0
1557,Software Engineer,"PK, LHR, Lahore",IT,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,0,1,0,Contract,,High School or equivalent,,Engineering,0
1558,Marketing Manager,"US, CA, Los Angeles",Sales,1000-2000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",,1,1,0,,Entry level,Bachelor's Degree,,Administrative,0
1559,Work From Home Specialist,"PK, LHR, Lahore",Sales,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,1,1,Contract,,Bachelor's Degree,Marketing,Administrative,0
1560,Marketing Manager,"PK, LHR, Lahore",Admin,,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,,1,1,1,Full-time,Associate,High School or equivalent,,Engineering,0
1561,Customer Service Rep,"US, NY, New York",Customer Care,1000-2000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,0,1,0,Part-time,Entry level,High School or equivalent,Marketing,Administrative,0
1562,Marketing Manager,"PK, LHR, Lahore",IT,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,1,Full-time,Associate,,Financial Services,Engineering,0
1563,Marketing Manager,"PK, LHR, Lahore",Sales,,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,1,0,1,Contract,Mid-Senior level,High School or equivalent,Marketing,Engineering,0
1564,Customer Service Rep,"US, CA, Los Angeles",Admin,50000-70000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,0,Full-time,Associate,High School or equivalent,Financial Services,,0
1565,Customer Service Rep,"PK, LHR, Lahore",Customer Care,,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,,0,1,1,Part-time,Associate,High School or equivalent,,Sales,0
1566,Data Entry Clerk,"IN, DEL, Delhi",,100000-120000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,0,,Associate,Bachelor's Degree,,Administrative,0
1567,Marketing Manager,"PK, LHR, Lahore",Customer Care,50000-70000,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,Full-time,Associate,Bachelor's Degree,Marketing,Engineering,0
1568,Customer Service Rep,"US, NY, New York",Admin,50000-70000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,0,,Entry level,High School or equivalent,,,0
1569,Software Engineer,"US, CA, Los Angeles",Admin,1000-2000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,1,Contract,,Bachelor's Degree,Information Technology,,0
1570,Marketing Manager,"US, CA, Los Angeles",Customer Care,50000-70000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,1,1,0,Part-time,Associate,,Financial Services,,0
1571,Software Engineer,"US, CA, Los Angeles",Customer Care,100000-120000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,0,1,Contract,,High School or equivalent,,Administrative,0
1572,Marketing Manager,"US, CA, Los Angeles",Admin,1000-2000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,Part-time,Entry level,Bachelor's Degree,Information Technology,Engineering,0
1573,Software Engineer,"IN, DEL, Delhi",Admin,,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,1,1,0,Full-time,Entry level,,Information Technology,Administrative,0
1574,Urgent Hiring Admin,"PK, LHR, Lahore",Admin,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,0,1,0,Part-time,Mid-Senior level,Bachelor's Degree,Marketing,,0
1575,Marketing Manager,"IN, DEL, Delhi",Customer Care,1000-2000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,0,0,Full-time,,Bachelor's Degree,Financial Services,,0
1576,Work From Home Specialist,"IN, DEL, Delhi",Sales,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,0,Part-time,Mid-Senior level,High School or equivalent,Information Technology,Engineering,0
1577,Work From Home Specialist,"US, NY, New York",Sales,1000-2000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,0,Part-time,,Bachelor's Degree,Marketing,Engineering,0
1578,Data Entry Clerk,"IN, DEL, Delhi",Customer Care,1000-2000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,,0,1,1,Full-time,Entry level,High School or equivalent,Information Technology,Sales,0
1579,Marketing Manager,"PK, LHR, Lahore",Admin,100000-120000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,Contract,,,Marketing,Engineering,0
1580,Software Engineer,"US, CA, Los Angeles",Admin,1000-2000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,1,Contract,Mid-Senior level,,Information Technology,,0
1581,Work From Home Specialist,"US, NY, New York",Sales,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,0,1,,Entry level,,Financial Services,Administrative,0
1582,Data Entry Clerk,"US, NY, New York",Sales,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,0,Full-time,Associate,Bachelor's Degree,,,0
1583,Customer Service Rep,"IN, DEL, Delhi",Admin,,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,1,Contract,Mid-Senior level,,Financial Services,Engineering,0
1584,Software Engineer,"US, CA, Los Angeles",Customer Care,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,Contract,,,,Administrative,0
1585,Customer Service Rep,"US, NY, New York",IT,100000-120000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,0,1,0,Full-time,Entry level,Bachelor's Degree,,,0
1586,Marketing Manager,"IN, DEL, Delhi",Sales,,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,1,Full-time,Entry level,,Financial Services,Administrative,1
1587,Software Engineer,"US, CA, Los Angeles",Sales,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,1,0,,,High School or equivalent,Information Technology,Sales,0
1588,Software Engineer,"IN, DEL, Delhi",Admin,1000-2000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,,1,0,0,Part-time,Mid-Senior level,High School or equivalent,Marketing,,0
1589,Urgent Hiring Admin,"IN, DEL, Delhi",,1000-2000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,0,,Mid-Senior level,,Marketing,Administrative,0
1590,Urgent Hiring Admin,"IN, DEL, Delhi",Customer Care,1000-2000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,1,0,Part-time,,High School or equivalent,Financial Services,,0
1591,Software Engineer,"IN, DEL, Delhi",Admin,1000-2000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,1,1,Full-time,Entry level,,Marketing,Administrative,0
1592,Software Engineer,"IN, DEL, Delhi",Customer Care,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,0,Contract,Mid-Senior level,,Information Technology,Administrative,0
1593,Work From Home Specialist,"IN, DEL, Delhi",IT,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,,1,0,1,,Entry level,,Marketing,,0
1594,Customer Service Rep,"US, NY, New York",Customer Care,100000-120000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,1,0,,,Bachelor's Degree,Information Technology,Sales,0
1595,Software Engineer,"PK, LHR, Lahore",Admin,,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,1,,Entry level,High School or equivalent,Financial Services,Sales,0
1596,Data Entry Clerk,"PK, LHR, Lahore",,100000-120000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,,1,1,1,Contract,Associate,Bachelor's Degree,Financial Services,Sales,0
1597,Data Entry Clerk,"IN, DEL, Delhi",Customer Care,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,1,,Entry level,,Financial Services,Administrative,0
1598,Marketing Manager,"US, CA, Los Angeles",Sales,1000-2000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,1,1,Full-time,Associate,High School or equivalent,Information Technology,,0
1599,Data Entry Clerk,"PK, LHR, Lahore",,50000-70000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",,1,1,0,Contract,Entry level,High School or equivalent,Information Technology,Sales,0
1600,Customer Service Rep,"PK, LHR, Lahore",,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,1,1,Full-time,Entry level,Bachelor's Degree,,Sales,0
1601,Software Engineer,"US, CA, Los Angeles",Admin,,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,1,0,Full-time,Associate,,,,0
1602,Work From Home Specialist,"US, CA, Los Angeles",Sales,50000-70000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,0,1,Contract,Entry level,High School or equivalent,Financial Services,Engineering,0
1603,Urgent Hiring Admin,"IN, DEL, Delhi",Customer Care,100000-120000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,0,Contract,Mid-Senior level,Bachelor's Degree,Marketing,Administrative,0
1604,Software Engineer,"US, NY, New York",Customer Care,100000-120000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,0,,Entry level,High School or equivalent,Financial Services,Sales,0
1605,Customer Service Rep,"US, CA, Los Angeles",Sales,100000-120000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,0,Full-time,Associate,High School or equivalent,Marketing,Administrative,0
1606,Urgent Hiring Admin,"US, CA, Los Angeles",Sales,1000-2000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,1,Contract,,,,,0
1607,Marketing Manager,"US, CA, Los Angeles",Customer Care,50000-70000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,1,Part-time,Mid-Senior level,High School or equivalent,,Administrative,1
1608,Data Entry Clerk,"US, NY, New York",Customer Care,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,0,Part-time,Associate,High School or equivalent,,,0
1609,Data Entry Clerk,"US, CA, Los Angeles",Admin,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,Contract,Entry level,High School or equivalent,Financial Services,,0
1610,Urgent Hiring Admin,"US, CA, Los Angeles",Admin,50000-70000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,1,Part-time,Entry level,High School or equivalent,,Administrative,0
1611,Customer Service Rep,"US, NY, New York",,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,0,,Associate,,Financial Services,,0
1612,Work From Home Specialist,"PK, LHR, Lahore",Customer Care,,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,1,Contract,,High School or equivalent,,Sales,0
1613,Data Entry Clerk,"IN, DEL, Delhi",Customer Care,100000-120000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,1,1,Part-time,Associate,High School or equivalent,Information Technology,,0
